        850.500        279.266
        851.500        279.272
        852.500        279.277
        853.500        279.281
        854.500        279.284
        855.500        279.286
        856.500        279.287
        857.500        279.287
        858.500        279.285
        859.500        279.283
        860.500        279.279
        861.500        279.274
        862.500        279.268
        863.500        279.261
        864.500        279.253
        865.500        279.245
        866.500        279.236
        867.500        279.226
        868.500        279.216
        869.500        279.204
        870.500        279.193
        871.500        279.181
        872.500        279.169
        873.500        279.156
        874.500        279.143
        875.500        279.130
        876.500        279.117
        877.500        279.103
        878.500        279.090
        879.500        279.077
        880.500        279.064
        881.500        279.051
        882.500        279.038
        883.500        279.026
        884.500        279.014
        885.500        279.002
        886.500        278.991
        887.500        278.980
        888.500        278.970
        889.500        278.961
        890.500        278.953
        891.500        278.945
        892.500        278.938
        893.500        278.932
        894.500        278.927
        895.500        278.923
        896.500        278.920
        897.500        278.919
        898.500        278.918
        899.500        278.919
        900.500        278.921
        901.500        278.924
        902.500        278.928
        903.500        278.933
        904.500        278.938
        905.500        278.945
        906.500        278.952
        907.500        278.960
        908.500        278.968
        909.500        278.977
        910.500        278.987
        911.500        278.997
        912.500        279.007
        913.500        279.017
        914.500        279.027
        915.500        279.038
        916.500        279.048
        917.500        279.059
        918.500        279.069
        919.500        279.079
        920.500        279.089
        921.500        279.099
        922.500        279.108
        923.500        279.116
        924.500        279.124
        925.500        279.132
        926.500        279.139
        927.500        279.145
        928.500        279.150
        929.500        279.154
        930.500        279.157
        931.500        279.160
        932.500        279.161
        933.500        279.161
        934.500        279.159
        935.500        279.157
        936.500        279.153
        937.500        279.147
        938.500        279.140
        939.500        279.132
        940.500        279.121
        941.500        279.109
        942.500        279.095
        943.500        279.079
        944.500        279.062
        945.500        279.042
        946.500        279.020
        947.500        278.997
        948.500        278.973
        949.500        278.947
        950.500        278.920
        951.500        278.893
        952.500        278.865
        953.500        278.837
        954.500        278.809
        955.500        278.781
        956.500        278.754
        957.500        278.727
        958.500        278.701
        959.500        278.677
        960.500        278.654
        961.500        278.632
        962.500        278.613
        963.500        278.596
        964.500        278.581
        965.500        278.568
        966.500        278.559
        967.500        278.552
        968.500        278.549
        969.500        278.549
        970.500        278.553
        971.500        278.560
        972.500        278.570
        973.500        278.584
        974.500        278.600
        975.500        278.620
        976.500        278.642
        977.500        278.666
        978.500        278.694
        979.500        278.724
        980.500        278.755
        981.500        278.790
        982.500        278.826
        983.500        278.864
        984.500        278.904
        985.500        278.946
        986.500        278.989
        987.500        279.034
        988.500        279.080
        989.500        279.128
        990.500        279.176
        991.500        279.226
        992.500        279.276
        993.500        279.327
        994.500        279.379
        995.500        279.432
        996.500        279.485
        997.500        279.538
        998.500        279.591
        999.500        279.644
        1000.50        279.697
        1001.50        279.750
        1002.50        279.803
        1003.50        279.856
        1004.50        279.907
        1005.50        279.959
        1006.50        280.009
        1007.50        280.058
        1008.50        280.107
        1009.50        280.154
        1010.50        280.199
        1011.50        280.243
        1012.50        280.285
        1013.50        280.325
        1014.50        280.363
        1015.50        280.399
        1016.50        280.431
        1017.50        280.461
        1018.50        280.488
        1019.50        280.513
        1020.50        280.533
        1021.50        280.550
        1022.50        280.564
        1023.50        280.574
        1024.50        280.580
        1025.50        280.581
        1026.50        280.579
        1027.50        280.573
        1028.50        280.565
        1029.50        280.556
        1030.50        280.549
        1031.50        280.544
        1032.50        280.543
        1033.50        280.546
        1034.50        280.557
        1035.50        280.575
        1036.50        280.603
        1037.50        280.641
        1038.50        280.691
        1039.50        280.752
        1040.50        280.822
        1041.50        280.901
        1042.50        280.988
        1043.50        281.081
        1044.50        281.180
        1045.50        281.283
        1046.50        281.391
        1047.50        281.500
        1048.50        281.612
        1049.50        281.724
        1050.50        281.836
        1051.50        281.947
        1052.50        282.055
        1053.50        282.160
        1054.50        282.260
        1055.50        282.355
        1056.50        282.444
        1057.50        282.526
        1058.50        282.599
        1059.50        282.662
        1060.50        282.717
        1061.50        282.764
        1062.50        282.802
        1063.50        282.833
        1064.50        282.857
        1065.50        282.874
        1066.50        282.885
        1067.50        282.891
        1068.50        282.891
        1069.50        282.886
        1070.50        282.877
        1071.50        282.863
        1072.50        282.847
        1073.50        282.827
        1074.50        282.805
        1075.50        282.781
        1076.50        282.755
        1077.50        282.728
        1078.50        282.701
        1079.50        282.673
        1080.50        282.645
        1081.50        282.618
        1082.50        282.592
        1083.50        282.567
        1084.50        282.545
        1085.50        282.525
        1086.50        282.508
        1087.50        282.494
        1088.50        282.484
        1089.50        282.478
        1090.50        282.476
        1091.50        282.478
        1092.50        282.483
        1093.50        282.491
        1094.50        282.502
        1095.50        282.516
        1096.50        282.533
        1097.50        282.552
        1098.50        282.573
        1099.50        282.597
        1100.50        282.622
        1101.50        282.649
        1102.50        282.678
        1103.50        282.708
        1104.50        282.739
        1105.50        282.772
        1106.50        282.805
        1107.50        282.838
        1108.50        282.873
        1109.50        282.907
        1110.50        282.942
        1111.50        282.978
        1112.50        283.014
        1113.50        283.050
        1114.50        283.086
        1115.50        283.123
        1116.50        283.159
        1117.50        283.195
        1118.50        283.231
        1119.50        283.267
        1120.50        283.302
        1121.50        283.337
        1122.50        283.372
        1123.50        283.406
        1124.50        283.439
        1125.50        283.472
        1126.50        283.504
        1127.50        283.535
        1128.50        283.565
        1129.50        283.594
        1130.50        283.622
        1131.50        283.649
        1132.50        283.674
        1133.50        283.698
        1134.50        283.721
        1135.50        283.743
        1136.50        283.762
        1137.50        283.781
        1138.50        283.797
        1139.50        283.812
